gene,pLI,oe_lof_upper,mis_z,oe_lof_upper_bin,obs_hom_lof
BLOC1S4,1.02E-01,1.87E+00,5.41E-02,9,0
TMEM234,4.78E-08,1.87E+00,2.86E-01,9,0
GOLGA8B,4.80E-05,1.87E+00,-1.82E-01,9,0
CTB-54O9.9,5.80E-03,1.87E+00,2.69E-02,9,0
GAGE2A,1.01E-01,1.87E+00,-7.86E-01,9,0
MRPL21,2.41E-14,1.87E+00,2.70E-01,9,0
AL136376.1,2.57E-02,1.87E+00,6.18E-01,9,0
OR6V1,2.48E-04,1.87E+00,3.00E-01,9,0
ZNF85,4.73E-05,1.87E+00,-1.45E+00,9,2
VEGFB,1.31E-09,1.87E+00,-7.08E-01,9,0
GAPT,3.06E-01,1.87E+00,-3.38E-01,9,0
TCF24,2.57E-02,1.87E+00,-1.13E-01,9,0
RAB19,1.58E-06,1.87E+00,3.76E-01,9,0
SFT2D3,1.01E-01,1.87E+00,-1.49E+00,9,0
DNLZ,2.47E-04,1.87E+00,-8.74E-01,9,0
C15orf54,2.56E-02,1.87E+00,-5.06E-01,9,0
OR5B3,4.70E-05,1.87E+00,-3.37E-01,9,0
OR5H1,4.69E-05,1.87E+00,-2.24E+00,9,0
ZNF780A,1.56E-06,1.87E+00,1.88E-01,9,0
TMEM171,7.77E-09,1.87E+00,-1.72E-01,9,0
PGA4,3.05E-01,1.87E+00,-1.55E-01,9,0
PLGRKT,4.60E-08,1.87E+00,-1.09E+00,9,0
RNASE1,2.56E-02,1.87E+00,1.24E-01,9,0
FAM90A1,1.56E-06,1.87E+00,-1.43E+00,9,42
OR1S2,8.72E-06,1.87E+00,-1.61E+00,9,0
AL590714.1,3.05E-01,1.88E+00,1.17E-01,9,0
HIST1H3H,5.74E-03,1.88E+00,1.01E+00,9,0
ANKRD33,1.50E-17,1.88E+00,3.36E-01,9,1
CCL20,2.42E-04,1.88E+00,5.87E-01,9,0
PAGE2B,1.21E-03,1.88E+00,-1.07E-01,9,0
P2RY6,1.53E-06,1.88E+00,3.83E-01,9,0
MRPS28,4.66E-05,1.88E+00,-2.63E-02,9,0
MRPL11,1.54E-06,1.88E+00,-1.86E-01,9,0
CGB5,2.54E-02,1.88E+00,-5.84E-01,9,0
CT45A6,3.05E-01,1.88E+00,5.10E-01,9,0
PRAMEF18,3.04E-01,1.88E+00,-8.03E-01,9,0
CMA1,7.59E-09,1.88E+00,-1.75E+00,9,4
PAPPA-AS1,3.03E-01,1.88E+00,3.67E-01,9,0
SLC39A11,2.35E-18,1.88E+00,-1.27E-01,9,0
ZNF705B,2.39E-04,1.88E+00,-6.17E-01,9,0
AC108868.1,3.04E-01,1.88E+00,-2.29E-01,9,0
CLEC7A,5.51E-12,1.88E+00,1.19E-01,9,0
FGF5,2.08E-10,1.88E+00,-6.00E-01,9,0
C6orf226,3.04E-01,1.88E+00,-1.17E+00,9,0
OR2T29,9.98E-02,1.88E+00,4.36E-01,9,0
PLGLB2,3.04E-01,1.88E+00,1.34E-01,9,0
C20orf201,2.52E-02,1.88E+00,5.28E-01,9,0
TMEM257,9.96E-02,1.88E+00,-2.78E-01,9,0
DDIT4L,1.52E-06,1.88E+00,-9.38E-02,9,0
CTD-2547L24.3,2.52E-02,1.88E+00,1.43E+00,9,0
TMEM134,2.04E-10,1.88E+00,-3.98E-01,9,5
KRTAP4-1,5.63E-03,1.88E+00,-2.72E-01,9,0
EQTN,5.42E-12,1.88E+00,-3.46E-01,9,0
AL163636.6,9.91E-02,1.88E+00,-2.96E-02,9,0
FFAR3,2.38E-04,1.88E+00,3.05E-02,9,0
LAIR2,2.60E-07,1.88E+00,-4.23E-01,9,1
MRAP2,2.56E-07,1.88E+00,3.09E-01,9,0
NPB,9.89E-02,1.88E+00,-6.95E-02,9,0
OR5H2,2.35E-04,1.88E+00,-5.90E-01,9,0
AEN,2.01E-10,1.88E+00,-4.64E-03,9,0
KIR2DL1,3.57E-15,1.88E+00,-2.10E+00,9,2
ANKRD23,3.54E-19,1.88E+00,5.80E-01,9,0
CTB-60B18.6,3.02E-01,1.88E+00,-5.80E-01,9,0
GUCA1C,2.57E-07,1.88E+00,-3.17E-01,9,11564
GOLGA8J,8.96E-17,1.88E+00,-2.67E+00,9,1
CGB,9.83E-02,1.88E+00,-9.42E-01,9,0
PRAMEF1,3.22E-11,1.88E+00,-2.13E+00,9,0
SYCN,4.45E-05,1.88E+00,-1.66E-01,9,0
OR8H2,1.17E-03,1.88E+00,-1.18E+00,9,0
SERPINB4,8.76E-17,1.88E+00,-1.87E+00,9,0
KRTAP9-7,3.02E-01,1.88E+00,-6.11E-01,9,0
SMIM8,5.56E-03,1.88E+00,-2.16E-01,9,0
POLR2K,1.17E-03,1.88E+00,5.98E-01,9,0
PMM2,1.41E-17,1.88E+00,-1.39E+00,9,0
C12orf73,2.48E-02,1.88E+00,4.73E-01,9,0
FAM111B,9.85E-02,1.88E+00,-2.34E-01,9,0
GOLGA6L10,1.17E-03,1.88E+00,-1.77E+00,9,0
TNFRSF18,1.45E-06,1.88E+00,-5.67E-01,9,0
NBPF24,5.54E-03,1.88E+00,-1.33E+00,9,0
LCE2B,9.79E-02,1.88E+00,-1.84E+00,9,0
OR8S1,1.44E-06,1.88E+00,-3.63E-01,9,1
ZNF256,5.53E-03,1.88E+00,-6.04E-02,9,0
CT45A1,3.00E-01,1.88E+00,7.04E-01,9,0
ZBED6CL,1.16E-03,1.88E+00,3.57E-02,9,0
SERF1B,3.00E-01,1.88E+00,6.51E-01,9,0
PRSS55,3.17E-11,1.88E+00,-3.40E+00,9,0
OR56B4,8.05E-06,1.88E+00,-1.07E+00,9,0
OR4A16,2.28E-04,1.88E+00,-3.68E+00,9,0
ZNF671,4.21E-08,1.88E+00,1.29E-01,9,0
MOAP1,1.17E-09,1.88E+00,5.78E-01,9,0
IL3RA,2.99E-27,1.88E+00,-1.50E+00,9,13
DUPD1,2.48E-07,1.88E+00,5.94E-01,9,0
12-Sep,3.35E-19,1.88E+00,-1.54E+00,9,0
FAM162B,4.24E-08,1.88E+00,1.20E-01,9,2
PIGY,9.72E-02,1.88E+00,-3.21E-01,9,0
MANSC4,4.38E-05,1.88E+00,1.62E+00,9,0
SPIN2A,1.15E-03,1.88E+00,-1.03E+00,9,0
DEFB118,9.68E-02,1.88E+00,-3.68E-01,9,0
DEFB119,9.67E-02,1.88E+00,8.86E-02,9,0
DEFB129,9.71E-02,1.88E+00,8.07E-01,9,0
DAPL1,4.29E-05,1.88E+00,-5.80E-01,9,0
C2orf57,9.70E-02,1.88E+00,2.91E-01,9,0
LCNL1,1.14E-03,1.88E+00,7.38E-01,9,0
PRAMEF16,2.98E-01,1.88E+00,-1.73E-01,9,0
CXorf40B,2.44E-02,1.88E+00,-6.39E-01,9,7
OR11G2,1.41E-06,1.88E+00,2.34E-01,9,0
AC187652.1,9.64E-02,1.88E+00,5.28E-01,9,0
KBTBD4,2.97E-01,1.88E+00,-1.91E-01,9,0
OR10A6,6.83E-09,1.88E+00,-1.99E+00,9,0
VPREB1,9.65E-02,1.88E+00,1.27E-01,9,0
HIST1H3D,1.13E-03,1.88E+00,3.84E-01,9,0
CYP2C8,1.98E-22,1.88E+00,-8.87E-01,9,0
GIMAP5,9.65E-02,1.88E+00,-5.51E-01,9,0
OR6K2,2.42E-07,1.88E+00,-1.24E+00,9,0
DEFB121,9.65E-02,1.88E+00,-6.30E-02,9,0
AP000688.1,2.98E-01,1.88E+00,6.10E-02,9,0
ZNF716,1.39E-06,1.88E+00,-3.99E-01,9,0
LST1,1.13E-03,1.88E+00,1.37E-02,9,0
OTOP1,4.84E-24,1.88E+00,-6.64E-01,9,0
PP13004,9.66E-02,1.88E+00,4.32E-01,9,0
CCDC23,1.13E-03,1.88E+00,3.74E-01,9,0
TMEM261,5.42E-03,1.88E+00,-8.95E-01,9,0
MT1B,5.38E-03,1.88E+00,1.52E-02,9,0
SYNGR4,1.11E-09,1.88E+00,-1.00E-01,9,0
OR2D2,4.02E-08,1.88E+00,-9.46E-01,9,0
C9orf141,1.12E-03,1.88E+00,3.76E-01,9,0
AC090427.1,2.96E-01,1.88E+00,3.75E-02,9,0
C1orf143,9.59E-02,1.88E+00,1.01E+00,9,0
RBMY1F,2.96E-01,1.88E+00,5.24E-01,9,0
CDRT4,9.58E-02,1.88E+00,3.59E-02,9,0
APOL6,9.60E-02,1.88E+00,-2.28E-03,9,0
TNFRSF17,1.37E-06,1.88E+00,-1.24E+00,9,0
CTB-134H23.2,9.61E-02,1.88E+00,-7.00E-01,9,0
EMP2,2.39E-07,1.88E+00,-4.40E-01,9,0
DEFB130,2.96E-01,1.89E+00,2.25E-01,9,0
OR1S1,4.16E-05,1.89E+00,-1.84E+00,9,0
SPATA31A3,2.95E-01,1.89E+00,-1.28E+00,9,0
TSPY2,9.53E-02,1.89E+00,-5.88E-01,9,0
NBPF11,1.11E-03,1.89E+00,-1.26E+00,9,1
BHLHA9,2.96E-01,1.89E+00,2.22E-02,9,0
C9orf66,2.39E-02,1.89E+00,-3.72E+00,9,0
LRG1,9.51E-02,1.89E+00,-4.61E-02,9,0
AC112721.1,2.96E-01,1.89E+00,-2.58E-01,9,0
B3GNT6,1.09E-09,1.89E+00,-2.16E-01,9,0
MBD3L4,2.95E-01,1.89E+00,-1.61E-02,9,0
GAL3ST2,2.93E-11,1.89E+00,-5.24E-02,9,7
HTN3,4.11E-05,1.89E+00,-4.69E-01,9,167
RHOXF2,2.18E-04,1.89E+00,1.25E-01,9,2
DMRTC1,2.37E-02,1.89E+00,8.58E-01,9,0
ARL11,5.27E-03,1.89E+00,-9.45E-02,9,0
NEUROG1,2.17E-04,1.89E+00,-8.01E-01,9,0
CGB7,5.26E-03,1.89E+00,-9.23E-01,9,2
HIST1H2AJ,2.37E-02,1.89E+00,1.26E-01,9,0
RP11-210M15.2,2.37E-02,1.89E+00,3.85E-01,9,0
C6orf48,2.36E-02,1.89E+00,-5.23E-01,9,0
KRTAP5-8,9.51E-02,1.89E+00,-3.23E-01,9,0
OR2T6,4.14E-05,1.89E+00,-4.48E-01,9,0
NAT1,1.93E-14,1.89E+00,-4.99E-01,9,3
AL161784.1,9.48E-02,1.89E+00,1.02E+00,9,0
WFDC6,1.10E-03,1.89E+00,1.65E-01,9,0
SERPINA9,1.21E-13,1.89E+00,-1.11E+00,9,73
C1orf111,1.77E-10,1.89E+00,-7.23E-02,9,0
ZNF721,9.48E-02,1.89E+00,-1.77E+00,9,0
SPG20OS,2.37E-02,1.89E+00,1.45E-01,9,0
RP11-386G21.1,2.38E-02,1.89E+00,-2.03E-01,9,0
SIRPD,3.91E-08,1.89E+00,-8.84E-01,9,0
TEX38,2.27E-07,1.89E+00,8.24E-01,9,0
ZNF726,7.48E-06,1.89E+00,-2.66E+00,9,0
VPREB3,9.46E-02,1.89E+00,-2.85E-01,9,0
SPRN,2.94E-01,1.89E+00,-1.90E+00,9,0
C10orf32,2.29E-07,1.89E+00,8.75E-02,9,0
C4orf19,9.43E-02,1.89E+00,6.13E-01,9,0
CBWD3,1.33E-06,1.89E+00,2.18E-01,9,0
AC022400.2,2.93E-01,1.89E+00,-7.61E-01,9,0
TSPY8,2.93E-01,1.89E+00,2.63E-01,9,0
C1orf180,9.45E-02,1.89E+00,6.62E-01,9,0
TMEM238,2.94E-01,1.89E+00,6.95E-01,9,0
CST9,1.09E-03,1.89E+00,-2.06E-01,9,0
C8orf31,3.86E-08,1.89E+00,4.18E-01,9,0
DEFB113,9.41E-02,1.89E+00,-5.07E-01,9,0
ANKRD34B,1.83E-14,1.89E+00,5.70E-01,9,0
TRIB3,1.16E-13,1.89E+00,-1.94E-01,9,0
KRTAP3-1,2.33E-02,1.89E+00,-2.07E-01,9,0
DEFB104A,9.37E-02,1.89E+00,2.02E-01,9,0
AC009403.2,2.34E-02,1.89E+00,5.75E-01,9,0
AC012360.1,2.92E-01,1.89E+00,2.24E-01,9,0
AL161450.1,2.92E-01,1.89E+00,3.52E-01,9,0
ZNF429,4.05E-05,1.89E+00,-9.94E-01,9,0
DNAJC15,1.68E-10,1.89E+00,-4.21E-01,9,0
RPUSD1,1.67E-10,1.89E+00,-1.49E+00,9,0
OR1J2,9.33E-02,1.89E+00,-4.06E-01,9,0
OR4C6,5.13E-03,1.89E+00,-2.32E+00,9,0
PRAMEF13,2.92E-01,1.89E+00,-8.09E-01,9,0
TFF2,2.22E-07,1.89E+00,4.60E-01,9,0
CDRT15,1.28E-06,1.89E+00,-5.67E-01,9,0
DEFB105B,2.92E-01,1.89E+00,-3.47E-01,9,0
TYRP1,6.56E-25,1.89E+00,-2.15E+00,9,0
URAD,5.14E-03,1.89E+00,-3.60E-01,9,0
OVCA2,1.28E-06,1.89E+00,-1.38E+00,9,0
CLIC3,6.23E-09,1.89E+00,1.14E+00,9,0
IFITM2,5.15E-03,1.89E+00,-3.15E-01,9,0
MBD3L3,2.91E-01,1.89E+00,-3.22E-01,9,0
CTD-2215E18.1,2.10E-04,1.89E+00,-3.55E-01,9,12
ZNF534,1.29E-06,1.89E+00,3.50E-01,9,0
PPP3R2,1.07E-03,1.89E+00,5.93E-04,9,0
RP11-998D10.1,5.15E-03,1.89E+00,-1.57E-01,9,0
PRAMEF14,2.90E-01,1.89E+00,-6.00E-01,9,0
OR9Q2,6.16E-09,1.89E+00,-1.26E-01,9,0
HCG27,2.31E-02,1.89E+00,1.30E+00,9,0
MS4A4E,1.06E-03,1.89E+00,2.08E-01,9,0
SCGB2B2,1.06E-03,1.89E+00,-2.33E-01,9,0
S100A16,1.06E-03,1.89E+00,-5.12E-01,9,0
TRIM49D1,2.91E-01,1.89E+00,9.47E-01,9,0
OR6K3,9.29E-02,1.89E+00,-4.19E-01,9,0
RBMY1A1,2.90E-01,1.89E+00,3.36E-01,9,0
RBMY1E,2.91E-01,1.89E+00,-4.85E-01,9,0
C7orf66,9.23E-02,1.89E+00,8.13E-02,9,0
HIGD1B,3.91E-05,1.89E+00,-2.19E-01,9,0
KRTAP9-9,2.90E-01,1.89E+00,-1.02E+00,9,0
MGARP,3.88E-05,1.89E+00,2.33E-01,9,0
OR4K2,3.88E-05,1.89E+00,-2.21E+00,9,0
ZNF846,1.25E-06,1.89E+00,-8.07E-01,9,2
DEFB136,9.25E-02,1.89E+00,-3.80E-01,9,0
KLLN,5.05E-03,1.89E+00,-9.67E-01,9,0
AL121963.1,2.06E-04,1.89E+00,-8.64E-01,9,0
OR5AU1,1.25E-06,1.89E+00,-1.25E+00,9,0
ARL14,1.24E-06,1.89E+00,-1.11E+00,9,0
GPX1,3.85E-05,1.89E+00,-2.98E-01,9,0
MRPS12,2.04E-04,1.89E+00,4.20E-01,9,0
DEFB114,9.16E-02,1.89E+00,-4.45E-01,9,0
DAZ2,2.88E-01,1.89E+00,-1.71E-01,9,0
SPP2,1.69E-14,1.89E+00,-3.89E-01,9,0
SNAPC5,2.01E-04,1.89E+00,-7.24E-01,9,0
ANG,2.87E-01,1.89E+00,7.77E-02,9,0
KAAG1,2.87E-01,1.89E+00,7.36E-01,9,0
KCNG4,4.21E-16,1.89E+00,-1.66E+00,9,0
OR4C12,3.79E-05,1.89E+00,-1.33E+00,9,0
CST5,6.89E-06,1.89E+00,-1.34E+00,9,0
SLN,2.87E-01,1.89E+00,1.89E-01,9,0
AVPI1,3.80E-05,1.89E+00,-1.22E-01,9,0
SPON2,2.66E-15,1.89E+00,-8.10E-01,9,0
FGFBP3,1.03E-03,1.89E+00,-6.62E-01,9,0
OR8K3,1.21E-06,1.89E+00,-1.11E+00,9,0
LCE1F,4.97E-03,1.89E+00,-1.56E-01,9,0
RBMY1J,2.87E-01,1.89E+00,3.11E-01,9,0
FAM90A26,2.87E-01,1.89E+00,-8.12E-01,9,0
KRTAP5-7,9.10E-02,1.89E+00,-1.23E+00,9,0
SPANXN2,9.08E-02,1.89E+00,-3.20E-01,9,0
PRAMEF3,2.86E-01,1.89E+00,-1.21E-01,9,0
ZNF486,6.79E-06,1.89E+00,-2.58E+00,9,0
DEFA3,9.05E-02,1.89E+00,-9.32E-02,9,0
RP11-763F8.1,1.02E-03,1.89E+00,8.08E-01,9,0
AC026369.1,2.86E-01,1.89E+00,4.08E-01,9,0
OR10H4,4.89E-03,1.90E+00,-7.78E-01,9,0
COX7A1,3.73E-05,1.90E+00,5.49E-01,9,0
PYCARD,1.98E-04,1.90E+00,4.05E-01,9,0
RNASE11,2.22E-02,1.90E+00,-6.28E-02,9,0
OTUD6A,2.85E-01,1.90E+00,1.82E+00,9,0
CLDN20,4.89E-03,1.90E+00,-1.52E-01,9,14
AC009065.1,6.74E-06,1.90E+00,2.45E-01,9,0
CHCHD1,6.74E-06,1.90E+00,7.30E-01,9,0
IL36RN,3.39E-08,1.90E+00,-4.27E-01,9,0
AC011239.1,2.22E-02,1.90E+00,5.28E-01,9,0
HIST4H4,2.23E-02,1.90E+00,-4.78E-01,9,0
NPFF,3.65E-05,1.90E+00,4.61E-01,9,0
IFNK,9.06E-10,1.90E+00,-3.41E-01,9,148
C12orf74,1.15E-06,1.90E+00,-6.08E-01,9,0
KRTAP9-6,2.84E-01,1.90E+00,-7.45E-01,9,0
TSPY10,2.84E-01,1.90E+00,1.60E-01,9,0
FOXD4,6.64E-06,1.90E+00,-4.07E+00,9,0
SKA2,2.00E-07,1.90E+00,5.46E-01,9,0
C8orf82,3.61E-05,1.90E+00,1.39E-01,9,0
C11orf86,6.57E-06,1.90E+00,6.96E-01,9,0
CENPBD1,2.83E-01,1.90E+00,-5.22E-02,9,0
LINC00632,8.93E-02,1.90E+00,5.11E-01,9,0
AC019206.1,2.83E-01,1.90E+00,1.01E-01,9,0
AL355390.1,8.91E-02,1.90E+00,5.02E-01,9,0
DEFB133,2.83E-01,1.90E+00,6.05E-01,9,0
NDUFB1,3.59E-05,1.90E+00,-2.07E-01,9,0
C17orf67,6.55E-06,1.90E+00,-2.02E-01,9,0
SPACA4,2.83E-01,1.90E+00,9.06E-01,9,0
COX7A2L,1.15E-06,1.90E+00,-8.08E-01,9,0
KLHL35,2.37E-15,1.90E+00,-1.51E-01,9,0
TPSB2,5.33E-09,1.90E+00,-2.04E+00,9,0
C10orf120,3.55E-05,1.90E+00,-2.34E-01,9,0
CCL4L2,8.86E-02,1.90E+00,4.37E-01,9,65
RP11-404P21.8,4.75E-03,1.90E+00,6.25E-02,9,0
FAM25C,8.87E-02,1.90E+00,-2.52E-02,9,0
PSG5,8.82E-22,1.90E+00,-3.76E+00,9,0
SLC38A8,3.32E-24,1.90E+00,-4.34E+00,9,0
AL591025.1,2.18E-02,1.90E+00,1.86E-01,9,0
OR6B3,1.91E-04,1.90E+00,8.86E-02,9,0
OR13J1,6.33E-06,1.90E+00,-3.43E-01,9,0
KRTAP6-2,2.15E-02,1.90E+00,-1.25E-01,9,0
C10orf95,4.74E-03,1.90E+00,4.31E-01,9,0
CLDN9,6.31E-06,1.90E+00,-1.08E+00,9,0
OR8K5,1.11E-06,1.90E+00,-1.06E+00,9,0
LRRC18,3.51E-05,1.90E+00,-7.28E-01,9,0
RP11-379H8.1,2.15E-02,1.90E+00,2.07E-01,9,0
FAM24B,8.83E-02,1.90E+00,4.94E-01,9,0
OR4X1,6.31E-06,1.90E+00,-2.58E+00,9,0
AC026202.1,9.68E-04,1.90E+00,-9.88E-01,9,0
ZNF658,9.04E-14,1.90E+00,-2.86E+00,9,0
OR10G9,3.49E-05,1.90E+00,-1.58E+00,9,0
C17orf50,1.10E-06,1.90E+00,-3.13E-01,9,7
PRSS3,3.56E-12,1.90E+00,-3.48E-02,9,0
RP11-410N8.4,2.13E-02,1.90E+00,6.72E-01,9,0
RP11-867G23.8,2.14E-02,1.90E+00,8.31E-01,9,4
ZNF845,9.59E-04,1.90E+00,-1.21E-01,9,0
NUDT16,4.62E-03,1.90E+00,3.01E-01,9,0
PROK1,6.17E-06,1.90E+00,-1.86E-01,9,0
SDHAF1,8.70E-02,1.90E+00,3.79E-01,9,0
ZNF107,2.12E-02,1.90E+00,-5.24E-01,9,0
C4orf36,1.84E-04,1.90E+00,8.06E-03,9,0
FAM182B,8.72E-02,1.90E+00,-1.21E-01,9,0
HIST2H2BF,4.63E-03,1.90E+00,6.93E-01,9,0
OR52N2,1.82E-04,1.90E+00,-1.96E-01,9,0
FCGR1B,1.34E-10,1.90E+00,-1.72E+00,9,0
TMEM107,3.05E-08,1.90E+00,1.09E+00,9,0
CXorf64,4.58E-03,1.90E+00,1.38E-01,9,0
MT1X,9.34E-04,1.90E+00,2.38E-01,9,0
RGPD4,8.53E-62,1.90E+00,-3.75E+00,9,20
SERPINA3,8.83E-14,1.90E+00,-1.37E+00,9,1
C11orf40,1.06E-06,1.90E+00,-2.86E+00,9,65
KRTAP1-1,5.97E-06,1.90E+00,-4.25E-02,9,0
GJD3,3.35E-05,1.90E+00,7.61E-01,9,0
DNAH10OS,1.79E-04,1.90E+00,-1.05E-01,9,0
TMEM243,1.05E-06,1.90E+00,1.15E-01,9,0
HTATIP2,5.38E-13,1.90E+00,5.47E-01,9,0
UPK2,2.99E-08,1.90E+00,-2.37E-01,9,3
AC008060.7,4.53E-03,1.90E+00,2.38E-01,9,0
FAM209B,1.80E-04,1.90E+00,4.53E-01,9,80
LRTM1,3.37E-16,1.90E+00,-8.37E-01,9,2
NEUROG3,5.96E-06,1.90E+00,-5.17E-01,9,0
KRTAP13-3,8.54E-02,1.90E+00,-7.34E-01,9,0
CALML3,9.10E-04,1.90E+00,9.36E-01,9,0
PDF,5.87E-06,1.90E+00,-1.19E+00,9,0
AC114494.1,8.51E-02,1.90E+00,6.57E-01,9,0
CCK,3.30E-05,1.90E+00,6.53E-01,9,0
LCE2D,8.52E-02,1.90E+00,-6.59E-01,9,0
LCE3D,2.06E-02,1.90E+00,-7.67E-01,9,0
CHCHD2,1.73E-07,1.90E+00,1.21E-01,9,0
DEFB112,2.07E-02,1.90E+00,-1.08E+00,9,0
SPRR2F,8.52E-02,1.90E+00,-1.73E-01,9,0
SPANXN5,8.52E-02,1.90E+00,-1.79E-01,9,1
RP11-408E5.4,8.53E-02,1.90E+00,3.78E-01,9,0
CASC10,8.48E-02,1.91E+00,-5.84E-01,9,0
RLN2,9.00E-04,1.91E+00,-1.32E+00,9,0
GOLGA8O,1.70E-07,1.91E+00,-2.32E+00,9,0
AC138647.1,2.04E-02,1.91E+00,-7.32E-01,9,0
RNASE4,1.76E-04,1.91E+00,-3.18E-02,9,1
C5orf63,4.46E-03,1.91E+00,5.56E-01,9,0
OR8J1,1.01E-06,1.91E+00,-7.99E-01,9,0
MAP1LC3C,5.81E-06,1.91E+00,4.96E-01,9,0
RP11-536G4.1,8.48E-02,1.91E+00,3.60E-01,9,0
RP11-6L6.2,1.76E-04,1.91E+00,2.75E-01,9,0
OR11H4,4.72E-09,1.91E+00,-1.22E+00,9,0
OR1L3,1.76E-04,1.91E+00,-5.57E-01,9,0
MT1A,4.47E-03,1.91E+00,8.35E-02,9,0
SCGB2A2,1.75E-04,1.91E+00,2.34E-01,9,0
ZNF493,5.83E-06,1.91E+00,-1.08E+00,9,0
PRDX1,7.70E-10,1.91E+00,2.00E-01,9,0
GSC2,4.43E-03,1.91E+00,-5.47E-01,9,0
CLEC3A,2.00E-11,1.91E+00,-2.65E+00,9,0
HBZ,2.06E-02,1.91E+00,2.49E-01,9,0
AL391421.1,4.46E-03,1.91E+00,1.20E+00,9,0
GPR31,2.05E-02,1.91E+00,-2.92E-01,9,0
LINC01119,4.38E-03,1.91E+00,5.19E-01,9,0
KRT81,1.21E-18,1.91E+00,-2.95E-01,9,2
DNAH17-AS1,8.38E-02,1.91E+00,-3.97E-01,9,0
ADIPOQ,4.64E-09,1.91E+00,-1.31E-01,9,0
C10orf105,8.42E-02,1.91E+00,-2.02E-01,9,0
CCL7,8.93E-04,1.91E+00,-1.39E-01,9,0
OR1I1,5.75E-06,1.91E+00,-2.97E-01,9,0
OR2V1,1.70E-07,1.91E+00,4.86E-02,9,0
TFF1,8.89E-04,1.91E+00,-1.34E-01,9,0
PRED62,8.43E-02,1.91E+00,1.49E-01,9,0
C12orf76,9.87E-07,1.91E+00,4.38E-01,9,0
GJB7,9.86E-07,1.91E+00,-3.70E-01,9,5
LY6G6E,4.39E-03,1.91E+00,7.42E-01,9,0
RIIAD1,3.19E-05,1.91E+00,6.32E-01,9,0
OR3A3,1.71E-04,1.91E+00,5.69E-01,9,0
OR4C11,5.60E-06,1.91E+00,-1.50E+00,9,0
C19orf73,8.33E-02,1.91E+00,-9.31E-01,9,0
C1QL1,5.62E-06,1.91E+00,1.25E+00,9,0
OR10AG1,3.17E-05,1.91E+00,-2.95E-01,9,0
RP11-552I14.1,4.36E-03,1.91E+00,1.84E-01,9,0
SLIRP,9.73E-07,1.91E+00,-5.70E-01,9,0
OR1L4,3.16E-05,1.91E+00,-7.12E-01,9,0
CSHL1,3.08E-12,1.91E+00,-1.74E+00,9,21
FAM9A,3.10E-12,1.91E+00,-7.52E-01,9,12
LSMD1,9.71E-07,1.91E+00,-4.03E-01,9,15
RP11-127H5.1,8.87E-04,1.91E+00,7.54E-01,9,0
NPW,8.82E-04,1.91E+00,1.07E-01,9,0
FABP1,9.80E-07,1.91E+00,6.55E-01,9,0
C1orf210,1.70E-04,1.91E+00,5.57E-02,9,0
LCE1A,4.37E-03,1.91E+00,-5.25E-01,9,0
CT83,8.37E-02,1.91E+00,-1.32E-02,9,1
MT1M,4.35E-03,1.91E+00,-1.09E+00,9,0
HMGB4,4.35E-03,1.91E+00,-2.16E-01,9,1
COX19,4.32E-03,1.91E+00,-1.02E+00,9,0
MUCL1,3.09E-05,1.91E+00,-6.47E-01,9,42
AC008394.1,8.31E-02,1.91E+00,4.98E-01,9,0
RP11-195B21.3,8.27E-02,1.91E+00,4.52E-01,9,0
ZNF552,8.68E-04,1.91E+00,9.78E-01,9,1
C14orf144,1.99E-02,1.91E+00,7.59E-01,9,0
TEX37,3.12E-05,1.91E+00,-6.58E-01,9,0
IFIT1B,3.12E-05,1.91E+00,-2.36E-01,9,0
SPTSSB,8.70E-04,1.91E+00,1.19E-01,9,0
RNASE6,8.23E-02,1.91E+00,-2.33E-01,9,0
OR52R1,2.65E-08,1.91E+00,-7.87E-02,9,0
SH3BGRL2,1.60E-07,1.91E+00,7.50E-03,9,0
OR2S2,1.66E-04,1.91E+00,-2.34E-01,9,0
ZBED3,8.25E-02,1.91E+00,9.10E-01,9,0
KB-1980E6.3,8.14E-02,1.91E+00,2.54E-01,9,0
HOPX,5.40E-06,1.91E+00,2.19E-01,9,0
NPIPB15,5.36E-06,1.91E+00,-1.18E+00,9,0
AC011294.3,4.23E-03,1.91E+00,2.89E-01,9,0
GSTA5,1.80E-11,1.91E+00,-1.36E+00,9,1
KRTAP2-4,8.47E-04,1.91E+00,5.03E-01,9,0
C1orf189,2.59E-08,1.91E+00,2.85E-01,9,0
CHCHD10,5.37E-06,1.91E+00,8.25E-01,9,0
OR1L6,3.00E-05,1.91E+00,-5.30E-01,9,0
LYPD3,1.83E-11,1.91E+00,8.20E-02,9,1
FAM229A,8.09E-02,1.91E+00,2.07E-01,9,0
C20orf187,4.18E-03,1.91E+00,4.79E-01,9,0
DEFB106B,8.12E-02,1.91E+00,5.69E-01,9,0
OR2AP1,2.98E-05,1.91E+00,-1.16E+00,9,0
NUPR1,4.15E-03,1.91E+00,-1.20E-01,9,0
C5orf56,4.17E-03,1.91E+00,8.93E-01,9,0
CCDC54,1.11E-10,1.91E+00,1.66E-01,9,0
PRAMEF22,4.17E-03,1.91E+00,-3.59E-01,9,0
HBQ1,8.29E-04,1.91E+00,5.90E-01,9,0
TAF9B,1.09E-10,1.91E+00,-1.13E-01,9,13
KRTAP4-7,1.59E-04,1.91E+00,-8.81E-01,9,0
