Gene,IGM-Roche-Avg%GeneCov,0.1%RVIS[EVS],0.1%RVIS%[EVS],EdgeCase[EVS],OEratio%tile[EVS],GenicConstraint[EVS],1.0%ncRVIS[IGM],1.0%ncRVIS%tile[IGM],ncGERP,ncGERP%tile,pcGERP,pcGERP%tile,0.05%_anypopn_RVIS[ExAC],0.05%_anypopn_RVIS%tile[ExAC],OEratio%tile[ExAC],GenicConstraint_mis-z[ExAC],GenicConstraint_mis-z%tile[ExAC],LoF-FDRLoF[EVS],LoF-pLI[ExAC],LoF-pRec[ExAC],LoF-pNull[ExAC]
FAM209A,1,0.42,76.81056853,N,99.02433149,77.57,0.440407495,78.05746562,-0.543828906,77.34290288,0.810202634,86.41702586,1.075739934,92.0727667,98.46792035,0.214820937,57.41563786,NA,0.031677045,0.81491672,0.153406235
FAM209B,1,0.9,89.39018636,N,26.66827271,48.1,0.371172387,75.52799607,-0.251260613,61.87845304,0.629133779,88.21659483,0.609914695,82.21191494,65.30973451,1.025408437,38.09602195,NA,0.02972064,0.806410632,0.163868728
RAB22A,0.939871,-0.21,38.2814343,Y,7.678872561,42.54,1.412087031,94.19818271,0.134560226,42.38137037,3.653014029,15.81896552,0.428559479,75.32076381,16.80309735,1.683495092,25.93689986,0.2032083,0.685129848,0.313970859,0.000899293
VAPB,0.999223,-0.01,53.19061099,Y,46.00096362,44.41,-1.250364637,5.163310413,-0.271875023,62.89564723,3.546904233,18.97090517,-0.062856836,45.99722908,37.24557522,1.130823282,35.84636488,0.2840727,0.73972383,0.257812791,0.002463379
TAF4,0.596591,NA,NA,NA,NA,6.24,-0.192026217,43.71930255,2.579018583,3.531780864,2.008329904,67.14439655,-1.343154166,5.01174628,27.25110619,3.709293197,4.877914952,NA,0.999487086,0.000512914,4.21E-10
LAMA5,0.933553,3.13,99.28049068,N,60.62996868,99.1,NA,NA,-0.554592045,77.90571591,1.600907522,75.52801724,8.832853028,99.9457864,37.25110619,-1.74985311,94.56790123,1.24E-12,0.943037981,0.056962019,9.75E-22
CABLES2,0.824042,-0.07,48.69072895,N,28.64370031,39.53,0.801867258,87.00270138,-1.316708503,97.43377911,2.213146676,62.28448276,0.189090259,63.14077465,48.24668142,1.559238961,28.07133059,0.489021,0.000167847,0.88273016,0.117101993
BHLHE23,NA,NA,NA,NA,NA,16.57,NA,NA,-0.677384118,83.00717716,NA,NA,NA,NA,35.13274336,3.057911845,9.064471879,NA,0.060122917,0.717967515,0.221909568
C20orf201,0.140898,NA,NA,NA,NA,50.14,-0.224349872,41.54592338,-0.517774261,76.11917179,0.467836389,89.74676724,NA,NA,64.33075221,1.909999686,22.39780521,NA,0.0451218,0.670853493,0.284024708
USP25,0.989024,-0.91,10.12031139,N,40.96603228,55.87,NA,NA,1.691632255,10.03769298,3.773400023,12.47306034,-1.157420237,6.897174869,30.70243363,0.698005726,45.54183813,0.002471972,0.990130458,0.009869542,7.96E-12
CXADR,0.96873,-0.01,53.50908233,N,37.37653577,35.32,4.029431393,99.37991159,0.434334546,32.78256829,2.561229787,52.17133621,-0.077229584,45.05150292,63.34070796,0.484079022,50.56790123,0.5371847,0.342891275,0.654169916,0.00293881
ADAMTS1,0.980468,0.07,59.170795,N,48.1992291,21.76,0.426387481,77.52333006,0.73254755,25.0580885,2.398991327,57.25215517,-0.320604274,30.16083368,79.46349558,0.868766907,41.32784636,0.0827515,0.594872991,0.405110032,1.70E-05
N6AMT1,1,0.73,86.08162302,N,96.2117562,80.42,6.001213919,99.80353635,-0.023659325,49.41911499,2.594622422,51.06142241,0.831100599,88.01277032,97.22345133,-0.083392319,65.31687243,0.4785627,0.009871785,0.821358578,0.168769637
LTN1,0.999984,0.26,70.06369427,N,45.45290291,39.7,-0.964017488,9.332023576,1.047830098,18.96008675,2.793287656,44.50431034,-1.367784534,4.818986808,37.81526549,0.899459118,40.68038409,3.43E-05,0.83271401,0.16728599,1.69E-11
CCT8,1,-0.25,36.06982779,N,69.27848711,73.16,0.253168839,70.53045187,-0.536874295,77.02793411,3.610793468,17.01508621,-0.817794454,12.43298596,67.40044248,0.01066231,62.93004115,0.01966974,0.98279276,0.017206786,4.54E-07
GRIK1,0.99988,-1.64,2.836753951,N,44.22428331,53.51,-0.512036366,24.68688605,0.419763985,33.16982496,3.51704479,19.94073276,-0.903106694,10.64996085,41.0840708,0.444545894,51.46776406,0.4043184,3.21E-05,0.999388921,0.000579023
KRTAP27-1,1,0.68,84.93158764,N,94.26644182,79.75,0.289033252,72.20039293,0.949824013,20.77244798,0.485603698,89.50969828,0.521808635,79.20607192,74.86725664,-1.159998158,88.7133059,0.7776783,1.09E-05,0.109038759,0.890950355
KRTAP23-1,0.99966,0.5,79.7888653,Y,99.57841484,87.5,-0.135110584,48.04150295,-0.074301289,52.05762379,0.605020402,88.37284483,0.540718671,79.91687248,39.15929204,-0.597133017,78.67215364,0.8705636,0.454990924,0.450003261,0.095005814
KRTAP19-4,1,0.7,85.34442085,N,99.53625632,79.34,-0.171892536,45.23575639,-1.130046595,95.32193938,-0.104313089,94.51508621,0.387948287,73.50762002,95.95685841,-0.141171732,67.14951989,0.8393727,0.023888003,0.546505114,0.429606883
SOD1,1,-0.08,47.78839349,Y,0.22283787,18.26,-0.589104514,20.98477407,-0.093009182,53.01285692,1.95346319,68.41594828,-0.107217405,42.75043672,1.57079646,2.336835952,16.67489712,0.5355854,0.442188724,0.528219599,0.029591677
SCAF4,0.974951,-1.21,5.67940552,N,30.55287882,26.31,NA,NA,2.590998657,3.485310064,3.475271751,21.30387931,-1.204925531,6.493584724,25.42035398,1.691039089,25.79972565,0.001529591,0.999999693,3.07E-07,5.92E-18
SYNJ1,0.980054,0.5,79.67091295,N,25.57817393,20.33,-0.315998155,35.70726916,-0.471072201,73.81112201,2.965140238,38.87392241,-0.544312057,20.13734112,32.78761062,1.67741393,26.04115226,4.00E-05,0.214295146,0.785704854,2.10E-10
IFNGR2,0.926104,0.66,84.55414013,N,46.51288846,71.37,NA,NA,-0.503974635,75.39629266,0.067594146,92.96336207,0.133486286,59.74338895,45.8960177,1.119837974,36.15912209,0.0592504,0.881281109,0.11843087,0.000288021
ITSN1,0.999675,-2.01,1.72210427,N,10.46735726,2.15,0.558547073,81.67362475,-0.395960974,69.87659421,3.50364951,20.35021552,-2.89301104,0.752966689,18.09734513,3.443771161,6.474622771,0.000124776,0.999999974,2.64E-08,1.03E-24
MRPS6,0.947867,0.06,58.26256192,Y,72.61503252,60.32,NA,NA,-0.439307685,72.16399029,2.087960769,65.20474138,0.527123771,79.4349738,73.75,-0.730547617,81.40466392,0.938879,0.136243673,0.779891797,0.08386453
SLC5A3,0.999991,-0.67,15.86459071,N,11.78029391,21.25,-1.040219143,7.919941061,0.709063252,25.64671865,3.594977372,17.48383621,-0.761404465,13.79434974,8.412610619,2.184833139,18.54595336,NA,0.84946475,0.149995365,0.000539885
SMIM11,1,0.37,74.95281906,Y,NA,98.4,-0.465454165,27.06286837,-0.528277982,76.64584086,1.76590773,72.38146552,0.30594222,69.54400337,69.81747788,-0.250490216,70.15089163,NA,0.556682788,0.392382149,0.050935064
DSCR3,0.999291,-0.27,34.59542345,N,38.6473139,72.99,-0.574864022,21.68467583,-0.703621154,84.02437135,2.708068089,47.38685345,-0.175792192,38.31094512,27.61615044,1.5355754,28.43347051,0.3369372,0.505918972,0.489971529,0.004109499
DSCR4,0.992149,NA,NA,NA,NA,27.2,-0.301968532,36.60977407,-0.315313587,65.20886043,-0.211763902,95.50107759,0.110997316,58.10493344,97.61615044,-0.451988876,75.34156379,NA,0.001317005,0.416518144,0.582164851
HMGN1,0.942841,0.3,72.009908,Y,71.24789207,92.37,NA,NA,1.825206394,8.741673982,2.515262997,53.59375,0.824390901,87.88627191,97.80420354,-1.473338346,92.35116598,0.3677494,0.425365462,0.541410677,0.033223861
IGSF5,0.997834,1.69,96.40835103,N,76.6140689,94,2.120248972,97.29248527,NA,NA,0.206288246,91.85344828,1.57829669,96.70501777,89.13716814,-0.727242913,81.3223594,0.286488,2.32E-11,0.009827734,0.990172266
PCP4,1,0.08,59.43029016,Y,99.72295832,85.21,0.13536456,64.98035363,0.183653361,40.78587288,3.28420398,27.85560345,0.021495014,51.83422685,95.7079646,0.270984781,55.93964335,0.6072946,0.075103915,0.747204481,0.177691604
TMPRSS2,0.963418,0.31,72.75300778,N,36.67790894,49.96,1.139920751,91.7055501,-0.870997122,89.68348221,1.096952983,83.40517241,-0.123314944,41.67218842,84.67367257,-0.3264718,72.15363512,0.3220809,0.062064328,0.937255406,0.000680266
TFF3,0.999383,0.39,75.87284737,Y,52.69212238,58.7,-0.622985205,19.37008841,-1.285612601,97.17044457,0.779977811,86.63793103,0.416532869,74.83886513,48.31858407,0.328870685,54.4526749,0.7592419,0.08568702,0.760707051,0.153605929
NDUFV3,0.978352,0.33,73.64944562,N,73.05468562,83.71,0.423151902,77.3882613,-1.529172005,98.7504518,-0.553517907,97.93103448,-0.0886361,44.11782423,90.76327434,-0.657314613,79.84636488,0.9787157,4.33E-09,0.106542176,0.89345782
SIK1,0.857539,-0.26,34.93158764,N,24.52421103,19.41,-0.408147007,30.26154224,-0.39716247,69.9437187,1.910208282,69.28340517,0.263436792,67.15258117,31.00110619,1.14106444,35.68175583,0.06799144,0.993830465,0.006169354,1.81E-07
RRP1B,0.997876,-0.35,29.42911064,N,32.09467598,32.92,-0.145995625,47.30476424,-0.979489676,92.55434502,0.901580961,85.43103448,0.046006584,53.58110957,34.70685841,1.339641001,31.8957476,0.08675193,0.036818435,0.963118575,6.30E-05
PWP2,0.993761,-0.56,19.06699693,N,33.3112503,74.16,NA,NA,-1.034662971,93.61801002,2.163164627,63.49676724,0.994662321,90.9222336,43.84955752,0.016813514,62.70507545,0.001571381,0.875422848,0.12457704,1.12E-07
C21orf33,0.999227,0.22,68.27081859,N,26.3611178,37.94,0.192924278,67.74312377,-1.266283303,97.00521506,1.62037485,75.18857759,0.35091694,71.73664237,98.07522124,-0.779252458,82.39780521,0.7266471,0.001172128,0.842234426,0.156593446
PFKL,0.96189,-1.3,4.948100967,N,17.14647073,18.38,NA,NA,-0.507111941,75.60282956,2.497365142,54.25107759,-0.55694637,19.72170351,35.61393805,1.783488975,24.30178326,0.3254928,3.68E-10,0.753100795,0.246899204
KRTAP10-10,0.996972,3.64,99.54588346,N,69.24837389,55.68,0.068387018,61.05108055,-1.378244696,97.94495792,0.697491579,87.52155172,1.719853973,97.31341485,66.91371681,-0.92828291,85.06447188,NA,2.64E-05,0.177831208,0.822142394
SUMO3,0.920301,0.24,68.71903751,Y,0.240905806,21.85,-0.234274201,40.96881139,-0.132399437,55.19182114,2.508424695,53.80926724,0.169731808,61.93000422,1.686946903,2.177296385,18.68861454,0.6357119,0.312496155,0.616519543,0.070984302
ADARB1,0.945426,-0.8,12.33191791,N,3.438930378,2.16,0.941170729,89.20063851,-1.015250272,93.26173388,2.222286503,62.06357759,-1.342371878,5.017770014,7.389380531,4.328742787,2.540466392,0.1074031,0.843939347,0.155939433,0.00012122
YBEY,1,0.01,54.62962963,Y,94.39291737,60.16,NA,NA,-1.13320836,95.35291992,1.149027885,82.76400862,-0.041769009,47.29233179,92.19579646,-0.067563056,64.91083676,0.8533242,0.000726358,0.521237142,0.4780365
PCNT,0.987672,3.57,99.52229299,N,67.10431221,74.84,-0.295720888,37.02111984,-0.584605157,79.26369598,0.388898859,90.3987069,3.883499824,99.71688453,66.67035398,-2.006130933,95.95061728,5.86E-05,4.18E-38,0.557429948,0.442570052
OR11H1,1,NA,NA,NA,NA,37.29,-0.126069428,48.72298625,-0.051439837,50.96297826,0.699632187,87.48922414,NA,NA,NA,3.855085369,4.109739369,NA,0.769596447,0.222380256,0.008023297
DGCR2,0.99121,-1.17,6.027364945,N,39.15923874,70.84,0.320662231,73.52652259,-0.572807046,78.75251717,2.865110461,42.24676724,-0.465709257,23.08294681,39.10951327,0.821930103,42.50205761,0.192212,0.001095938,0.95188796,0.047016102
C22orf39,0.919847,NA,NA,NA,NA,88.01,-0.532783515,23.60633595,-0.920179592,91.03629886,1.131213589,82.99030172,NA,NA,70.66924779,0.534747697,49.36076818,NA,3.69E-07,0.056383254,0.943616377
PI4KA,0.997264,-4.02,0.182826138,N,13.22572874,1.51,NA,NA,-1.132360987,95.34775649,3.164880169,32.03663793,-3.185482658,0.590325884,18.43473451,5.05086706,1.152263374,0.02923909,0.000804073,0.999195927,6.52E-13
LZTR1,0.987285,-2.68,0.731304553,N,15.53240183,30.99,-0.417699244,29.73354617,-1.438587617,98.25992668,3.191230813,31.09375,-2.27007295,1.37341124,69.36393805,0.835664339,42.09053498,0.6370053,3.38E-52,2.05E-13,1
SLC7A4,0.998697,0.41,76.50979004,N,92.74873524,93.56,0.459870355,78.65299607,-1.018030463,93.30304126,1.716082715,73.31896552,0.500396122,78.24227456,74.11504425,-1.092581847,87.72565158,0.1707502,0.000100466,0.574730403,0.425169132
YDJC,0.730023,NA,NA,NA,NA,23.04,-0.005754797,56.50171906,-0.92187392,91.07760624,1.738354042,72.90948276,NA,NA,85.39269912,2.157853258,18.98491084,NA,0.002150464,0.5149999,0.482849636
DERL3,0.997499,0.6,82.66100495,N,21.31414117,79.89,-0.549610401,22.89415521,-1.103022847,94.92951929,2.334410353,59.10021552,0.922174049,89.58496476,80.55862832,-0.276609459,70.80384088,0.5629267,0.000238218,0.52095039,0.478811391
GSTT2B,0.966028,NA,NA,NA,NA,8.65,NA,NA,-0.568324053,78.56663396,0.195696954,91.92887931,NA,NA,NA,2.015052773,20.89986283,NA,0.520153497,0.415352084,0.064494419
SPECC1L,1,-0.28,33.53385232,N,30.00481812,14.08,-1.22317226,5.494842829,-0.919386026,91.01564517,2.849328963,42.71012931,-0.618647616,17.69772905,29.21460177,2.062354914,20.2962963,0.000675591,0.993395147,0.006604853,7.27E-11
GUCD1,0.967625,-0.49,22.09247464,N,NA,61.94,-0.251569265,39.70407662,-0.587315608,79.38761811,2.464257879,55.2424569,-0.603946452,18.2458888,37.92588496,0.360869905,53.5308642,NA,0.016687865,0.887425217,0.095886918
PIWIL3,1,2.43,98.54328851,N,76.21055167,91.23,0.838654384,87.63506876,NA,NA,-0.479476743,97.59698276,2.613893249,99.21691464,62.43915929,-0.590110855,78.48559671,0.6307612,9.87E-26,0.00044111,0.99955889
TMEM211,1,0.41,76.67492333,Y,89.20139725,62.2,0.001105227,56.82711198,0.004308463,48.01466412,0.931071859,85.15625,0.358580146,72.17035118,29.30309735,-0.002074673,63.30864198,0.944538,0.216382272,0.647851103,0.135766625
LRP5L,0.999985,0.76,86.79523473,N,81.0828716,97.44,0.097571271,62.62278978,0.498658798,31.09412919,1.151748083,82.7424569,1.145549554,93.04861153,72.62168142,-1.078703371,87.44581619,0.84842,3.87E-11,0.00690637,0.99309363
EMID1,0.952243,0.89,89.14248644,N,51.4273669,56.36,NA,NA,-0.074876797,52.09376775,2.50707227,53.85775862,0.635364534,83.0311427,72.17367257,-0.291003296,71.23182442,0.2931392,0.039707727,0.953633156,0.006659118
CCDC157,0.990736,0.3,71.70323189,N,87.4728981,99.23,-0.48376638,26.1358055,-0.189692324,58.32601849,1.88889054,69.77909483,1.049006235,91.72339016,72.74336283,-0.887286156,84.32373114,0.1495167,2.42E-15,0.004373659,0.995626341
RNF215,0.79633,0.22,68.27081859,N,87.10551674,74.77,0.355051965,74.90790766,-0.155624068,56.45685961,2.225045778,61.97198276,0.29453085,68.92355882,89.24225664,1.01888389,38.27709191,0.5285955,0.000386646,0.843352093,0.156261261
MTFP1,0.998774,-0.14,43.29440906,Y,68.85087931,70.57,0.010064469,57.30599214,-0.246220133,61.5686477,2.182532709,62.98491379,0.089126772,56.59900006,40.59181416,0.458051724,51.1659808,0.8112439,0.316869739,0.614187776,0.068942485
MORC2,0.999967,-1.68,2.630337344,N,11.28041436,5.93,-0.841351106,12.02725933,1.091615088,18.11844891,3.340455647,25.90517241,-1.956719104,2.108306729,13.55641593,3.656919573,5.146776406,0.01802552,0.99996748,3.25E-05,2.08E-14
C22orf42,0.998872,1.04,91.25973107,N,41.88147434,62.26,-0.104458783,50.15962672,NA,NA,NA,NA,0.87249742,88.80790314,81.25553097,0.76330379,43.94513032,0.5430674,1.42E-06,0.388184357,0.611814221
ISX,0.999975,1.26,93.55980184,N,82.11876656,84.78,-0.844883989,11.9290275,-0.73926805,85.3307172,0.721079111,87.24137931,1.382704444,95.3978676,75.27654867,-1.889513753,95.3909465,0.4693666,0.000189151,0.472940064,0.526870785
HMGXB4,0.997978,-0.49,22.35786742,N,44.09178511,30.42,-0.308835387,36.15545187,1.74781885,9.521350751,3.155057784,32.38685345,-0.826073595,12.25829769,53.5840708,0.6402271,46.80384088,0.456042,0.218813415,0.780833648,0.000352936
ELFN2,0.998385,-1.84,2.081858929,N,14.69525416,10.38,-0.649970474,18.23428291,-0.215872792,59.78210358,3.167771221,31.95043103,-0.205483678,36.53394374,23.25774336,3.905030804,3.884773663,0.1403546,0.849015287,0.150440504,0.000544209
TRIOBP,0.970366,2.97,99.18023119,N,78.78222115,37.87,0.648031374,83.8040275,-0.007995533,48.62394795,1.354095872,79.89224138,3.720633495,99.65664719,60.23230088,-0.885406728,84.30727023,0.01183349,8.95E-13,0.999999978,2.21E-08
DDX17,0.998356,-0.52,21.20193442,N,4.920501084,NA,0.024416482,58.09184676,1.334480483,14.36980431,4.153568105,4.983836207,-0.952448638,9.758448286,NA,NA,NA,NA,NA,NA,NA
NPTXR,0.587009,NA,NA,NA,NA,NA,-1.062037693,7.588408644,-0.167732465,57.11261424,2.113197426,64.58512931,-0.324809181,29.94397928,NA,NA,NA,NA,NA,NA,NA
APOBEC3F,1,1.18,92.77541873,N,45.71187666,56.31,1.196478306,92.35633595,-0.248923709,61.72355037,-0.92468775,99.25107759,0.733930193,85.73579905,36.21681416,1.100602406,36.58161866,0.1206702,0.013960193,0.979586884,0.006452923
DESI1,0.999411,-0.12,44.53880632,Y,15.52637919,NA,-0.043020869,54.16257367,0.64304491,27.24221614,4.275735217,3.415948276,0.032739954,52.72573941,25.13274336,1.172508936,35.04526749,NA,0.093722478,0.868534704,0.037742819
CCDC134,1,-0.34,30.37272942,N,87.60539629,93.61,0.325662929,73.78438114,-0.733645975,85.13450715,3.14112409,32.90948276,-0.311219111,30.73308837,87.84845133,-0.088384939,65.5308642,0.3128057,0.000741173,0.762168993,0.237089834
FAM109B,1,0.19,67.03231894,N,30.75764876,38.91,0.439823938,78.03290766,-0.339398306,66.6133113,1.760688023,72.50538793,0.517277408,79.00126498,58.82190265,0.926929395,40.14814815,0.8448724,0.000109677,0.369261974,0.630628349
NDUFA6,1,0.46,78.28497287,N,25.07227174,36.47,-0.531788647,23.64931238,-0.351936047,67.31037332,2.753654109,45.89978448,0.175662514,62.34564183,34.88938053,0.21418029,57.45404664,0.8881601,0.003259494,0.604349357,0.392391149
CYP2D6,0.997969,1.77,96.76810569,N,57.71500843,90.79,0.154736582,65.80304519,-1.547715573,98.82273971,1.021889137,84.1325431,2.164546263,98.66875489,38.125,-0.473327207,75.84636488,0.9290103,9.23E-10,0.083452059,0.91654794
TSPO,0.946755,0.73,85.98136353,N,37.46085281,29.99,0.102186352,62.91748527,-0.706672863,84.14829349,1.803687165,71.5625,NA,NA,17.78761062,0.184863603,58.32647462,0.2865101,0.021753057,0.75779115,0.220455793
LDOC1L,1,-0.16,41.24793583,Y,75.42760781,20.26,2.122383978,97.29862475,-0.938004775,91.54231425,1.449446961,78.27047414,-0.418062291,25.25751461,20.00553097,2.258843956,17.61865569,0.527159,0.142833061,0.779015538,0.078151401
KIAA0930,0.939416,-0.98,8.799245105,N,4.703685859,23.09,0.519709676,80.54395874,-0.635305612,81.38586255,2.679560015,48.37284483,-0.805766583,12.77031504,7.787610619,1.823583177,23.63786008,0.1922302,0.815289887,0.18451819,0.000191924
WNT7B,0.999499,-1.09,7.047652748,N,1.903155866,7.71,1.532099067,95.00859528,-0.211825212,59.57040326,2.582172889,51.5625,-0.944950217,9.860851756,10.58628319,3.019379874,9.34430727,0.1235893,0.00039154,0.845285473,0.154322987
PPARA,1,-0.36,29.31115829,N,33.32329559,37.13,3.819987373,99.29395874,-1.002810444,93.02937987,2.195753319,62.68857759,-0.141274415,40.55177399,12.47234513,2.475915216,14.91906722,0.06875842,0.463829864,0.535003175,0.001166961
CDPF1,0.999652,0.66,84.27105449,N,94.60973259,NA,-0.409201064,30.19400786,-1.628352234,99.08607425,1.806728906,71.50323276,0.139581853,60.0927655,72.38938053,0.007338193,63.02880658,NA,0.001138931,0.389555242,0.609305827
GRAMD4,0.999179,-1.07,7.425100259,N,31.54059263,23.9,-0.107190964,50.01841847,-0.955341964,91.90375381,2.410689718,56.88038793,-1.037586591,8.481416782,9.457964602,3.364984786,6.935528121,0.0247888,0.999791413,0.000208587,4.70E-11
ZBED4,0.999928,-1.31,4.824251003,N,11.49722958,11.17,-0.580668616,21.40839882,0.009249965,47.78747354,1.185423719,82.31681034,-0.748340354,14.11360761,21.36615044,2.605608649,13.43758573,0.001170888,0.989506768,0.010492566,6.66E-07
PIM3,0.719088,NA,NA,NA,NA,14.44,NA,NA,-0.010141238,48.73237982,1.335984468,80.2262931,-0.232961695,35.07620023,5.154867257,2.84270263,11.02880658,NA,0.937120654,0.062603526,0.00027582
IL17REL,0.711932,0.6,82.7435716,N,81.86581547,71.68,-1.305750115,4.457269155,-0.633630927,81.33939175,0.503962294,89.34267241,0.689570066,84.62140835,31.76438053,0.336562495,54.20576132,0.2276949,0.327459012,0.669222402,0.003318586
PPP6R2,0.99902,0.7,85.31493277,N,68.50156589,61.73,NA,NA,0.698408195,25.88423607,1.763737572,72.4137931,-0.017418716,49.09945184,56.91371681,0.229446474,56.99314129,0.034964,0.718789474,0.28120945,1.08E-06
ADM2,0.877233,NA,NA,NA,NA,94.31,1.175629268,92.17215128,-0.891276832,90.29276605,0.67989389,87.69935345,0.527907857,79.4711162,50.85730088,-0.559066351,77.73388203,NA,0.015300038,0.69191504,0.292784922
LRRN1,1,-0.6,18.21184242,N,30.54083353,62.31,0.074236226,61.3641945,2.162614311,6.056694377,3.070663666,35.35021552,-0.664403622,16.39057888,36.09513274,0.193576832,58.06858711,0.04401127,0.876589037,0.12309211,0.000318853
EDEM1,0.804203,-0.96,9.170794999,N,29.79402554,31.44,2.010561115,96.97937132,-0.146313332,55.98182475,2.956663566,39.17564655,-0.84419591,11.87277875,51.48230088,0.751902381,44.21399177,0.6426508,5.60E-11,0.365416396,0.634583604
LMCD1,0.994909,-0.18,40.35739561,N,62.20790171,66.39,-0.170776146,45.36468566,0.652276977,27.04600609,3.032065214,36.65948276,0.812190623,87.5609903,55.65265487,0.868520684,41.3388203,0.07527415,0.376043791,0.621682497,0.002273711
LHFPL4,0.999101,-0.23,36.86010852,Y,27.23440135,19.26,NA,NA,0.571154786,29.24046058,3.429843254,22.7424569,-0.240459075,34.67261008,20.53097345,2.92084307,10.27709191,0.4936991,0.178387581,0.766936456,0.054675963
IRAK2,0.999415,1.23,93.25902335,N,77.80655264,84.94,0.414325426,77.0997053,-0.452403889,72.90752311,1.495465969,77.46228448,1.56985943,96.6387567,64.00995575,-0.261350489,70.41426612,0.3508491,2.90E-08,0.735974656,0.264025315
TATDN2,0.999671,0.67,84.68388771,N,30.74560347,22.82,0.490227083,79.59233792,-0.430710482,71.7250994,1.80194994,71.61637931,0.157998848,61.30353593,32.71570796,0.212275262,57.54183813,0.01658483,0.000742651,0.981341744,0.017915605
GHRL,0.98267,0.62,83.13871196,N,76.90315587,95.49,-0.09168893,51.23403733,-0.821462019,88.08282129,1.625967982,75.08081897,0.613662107,82.34443708,97.0409292,-1.383326241,91.53909465,0.366406,8.37E-05,0.323955125,0.675961184
MKRN2,0.979366,-0.67,15.61689078,N,51.02384967,50.14,-0.031014976,54.93614931,-0.278771066,63.13832808,2.860482268,42.40840517,-0.161580132,39.12414915,46.83075221,0.186524098,58.27160494,0.2858369,0.407628906,0.590583965,0.001787129
IQSEC1,0.974085,-1.26,5.343241331,N,32.53432908,8.87,-0.501626002,25.20260314,0.084315847,44.45706614,2.751258799,45.98599138,-1.660361261,3.07210409,21.74778761,3.142244732,8.444444444,0.005211655,0.998506227,0.001493772,1.15E-09
NUP210,0.985099,-2.01,1.716206653,N,78.21006986,46.13,0.025825729,58.20235756,-1.05844941,94.14467909,2.311343984,59.68211207,0.112855841,58.25552678,66.97455752,0.078853599,60.98216735,0.05848177,1.45E-10,0.99999474,5.26E-06
SLC6A6,0.999266,-0.29,33.20358575,N,41.41773067,11.5,1.077256674,91.04248527,0.137664607,42.20581401,3.099787285,34.36422414,-0.405411265,25.98036263,6.609513274,3.745309728,4.641975309,0.1072338,0.98227565,0.017723862,4.88E-07
C3orf20,0.999978,1.12,92.10309035,N,77.89689232,81.63,0.900847128,88.56827112,0.430085391,32.86001962,0.837072349,86.11530172,1.182117025,93.47027288,69.33075221,-0.997489923,86.09602195,0.6196593,2.36E-14,0.114023006,0.885976994
COLQ,0.998645,-0.53,20.70063694,N,73.44615755,73.8,1.234898673,92.68786837,-0.280222321,63.24159653,3.099244545,34.38038793,-0.44305671,24.15517138,61.49336283,-0.520153629,76.84499314,0.4384813,1.43E-07,0.950058962,0.049940895
GALNT15,1,-0.66,16.02382637,N,73.28956878,92.44,0.685930947,84.63899804,0.000242368,48.20054732,2.282323604,60.51185345,-0.586927688,18.83621469,88.14159292,-1.655823618,93.84910837,0.2489141,5.52E-10,0.376453241,0.623546758
RFTN1,0.999845,-0.64,16.6784619,N,19.04360395,55.08,0.739958422,85.86689587,0.254700483,38.39004492,1.479475764,77.80172414,-0.024753049,48.59345823,77.24004425,-0.484237466,76.02743484,0.3520548,5.14E-12,0.028686068,0.971313932
PLCL2,0.999975,-0.62,17.30950696,N,6.570705854,3.21,NA,NA,1.565367868,11.54024888,3.136546841,33.08189655,-1.674370601,3.017890489,12.05199115,3.330762525,7.155006859,0.09926019,0.99911878,0.000881212,7.77E-09
TBC1D5,0.999595,0.09,60.64519934,N,71.39243556,44.43,0.115282774,63.77087426,-0.276566381,63.07120359,3.407698971,23.53448276,-0.557559766,19.69760858,56.88606195,-0.179481278,68.31824417,0.2588198,6.52E-10,0.96022617,0.039773829
EFHB,1,1.96,97.55248879,N,86.32859552,78.23,0.085228806,61.91060904,0.154578102,41.6481644,1.798609197,71.68642241,1.523928014,96.29540389,94.87831858,-1.878751272,95.33058985,0.5575407,6.03E-17,0.025148412,0.974851588
NKIRAS1,1,-0.08,47.78839349,Y,30.73958082,49.74,-0.465970251,27.02603143,-0.775205618,86.63189962,2.804051777,44.12715517,-0.128305144,41.31678815,31.80862832,0.835848544,42.07956104,0.9541996,0.034887772,0.826778542,0.138333686
NR1D2,0.988756,0.09,60.56853031,N,17.41748976,44.02,-1.302408458,4.50024558,2.073678348,6.676305055,4.001115688,7.483836207,-0.269984995,32.88356123,25.17146018,0.302781767,55.17146776,0.06574926,0.63142178,0.368276459,0.000301761
NGLY1,0.999704,-0.55,19.79830149,N,40.10479403,69.94,NA,NA,0.228371749,39.13357774,2.918685633,40.53340517,-0.647062772,16.8785013,80.25442478,-1.57449236,93.24554184,0.07845023,2.20E-10,0.645404622,0.354595378
SLC4A7,0.994224,-0.97,8.958480774,N,42.77884847,34.82,-0.858847184,11.51154224,1.598748276,11.14782878,3.881406812,9.924568966,-1.584252036,3.451599301,30.625,1.238213981,33.77229081,0.04156181,0.697707973,0.302292016,1.11E-08
CMC1,0.995402,-0.03,51.03798066,Y,98.87376536,94.86,-2.75628567,0.325392927,0.065449792,45.26772345,4.012837685,7.284482759,0.251737619,66.55623155,97.3119469,-0.927599694,85.05349794,0.4326429,0.001441886,0.433893861,0.564664253
